ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N;Late_or_ontime;Customer_satisfaction;Customer_segmentation;Weight_category
288;E;Flight;4;4;149;3;low;Male;34;1977;1;Late;Satisfied;Occasional;Light weight
289;D;Flight;5;5;156;2;low;Male;44;1561;1;Late;Satisfied;Occasional;Light weight
290;E;Flight;4;2;172;3;medium;Female;59;1858;1;Late;Dissatisfied;Occasional;Light weight
291;A;Flight;4;4;270;3;low;Male;12;3279;1;Late;Satisfied;Occasional;Medium weight
292;B;Ship;4;1;206;3;medium;Male;23;3807;1;Late;Dissatisfied;Occasional;Medium weight
293;C;Ship;4;3;211;4;medium;Male;40;3106;1;Late;Neutral;Regular;Medium weight
294;E;Ship;3;2;136;4;low;Male;62;1090;1;Late;Dissatisfied;Regular;Light weight
295;D;Ship;5;1;186;2;high;Female;52;3981;1;Late;Dissatisfied;Occasional;Medium weight
296;E;Ship;3;1;202;2;medium;Male;62;3398;1;Late;Dissatisfied;Occasional;Medium weight
297;A;Ship;4;2;183;3;medium;Female;12;3646;1;Late;Dissatisfied;Occasional;Medium weight
298;B;Ship;4;4;232;2;low;Male;36;2861;1;Late;Satisfied;Occasional;Light weight
299;C;Ship;4;2;147;4;medium;Male;52;1129;1;Late;Dissatisfied;Regular;Light weight
300;E;Ship;4;3;136;3;medium;Male;20;1531;1;Late;Neutral;Occasional;Light weight
301;D;Ship;5;3;127;3;low;Female;43;1446;1;Late;Neutral;Occasional;Light weight
302;E;Ship;4;5;202;2;medium;Male;35;3695;1;Late;Satisfied;Occasional;Medium weight
303;A;Ship;3;4;241;2;low;Male;57;3671;1;Late;Satisfied;Occasional;Medium weight
304;B;Ship;4;3;222;2;medium;Male;55;3833;1;Late;Neutral;Occasional;Medium weight
305;C;Ship;3;2;183;4;medium;Female;12;2777;1;Late;Dissatisfied;Regular;Light weight
306;E;Ship;4;4;249;3;medium;Female;36;3769;1;Late;Satisfied;Occasional;Medium weight
307;D;Ship;3;1;243;4;high;Male;59;3838;1;Late;Dissatisfied;Regular;Medium weight
308;E;Ship;3;3;163;3;medium;Male;9;1257;1;Late;Neutral;Occasional;Light weight
309;A;Ship;4;2;165;2;high;Male;11;1596;1;Late;Dissatisfied;Occasional;Light weight
310;B;Ship;5;5;266;3;medium;Female;53;3089;1;Late;Satisfied;Occasional;Medium weight
311;C;Ship;3;4;193;2;medium;Male;48;3909;1;Late;Satisfied;Occasional;Medium weight
312;E;Ship;3;2;154;3;low;Female;56;1136;1;Late;Dissatisfied;Occasional;Light weight
313;D;Ship;3;3;140;3;medium;Male;51;1046;1;Late;Neutral;Occasional;Light weight
314;E;Ship;4;3;272;3;medium;Male;38;3705;1;Late;Neutral;Occasional;Medium weight
315;A;Ship;4;2;143;6;medium;Male;20;1654;1;Late;Dissatisfied;Regular;Light weight
316;B;Ship;4;2;138;3;low;Female;30;1805;1;Late;Dissatisfied;Occasional;Light weight
317;C;Ship;4;2;238;2;high;Male;17;3358;1;Late;Dissatisfied;Occasional;Medium weight
318;E;Ship;4;5;273;4;medium;Female;31;2373;1;Late;Satisfied;Regular;Light weight
319;D;Ship;3;1;200;2;medium;Male;27;2551;1;Late;Dissatisfied;Occasional;Light weight
320;E;Ship;4;5;213;4;low;Male;39;2381;1;Late;Satisfied;Regular;Light weight
321;A;Ship;3;4;224;2;medium;Female;15;2701;1;Late;Satisfied;Occasional;Light weight
322;B;Ship;4;5;141;3;medium;Male;12;1672;1;Late;Satisfied;Occasional;Light weight
323;C;Ship;3;3;150;3;low;Male;46;1040;1;Late;Neutral;Occasional;Light weight
324;E;Ship;3;1;192;2;low;Male;33;2818;1;Late;Dissatisfied;Occasional;Light weight
325;D;Ship;5;1;279;4;medium;Female;24;3440;1;Late;Dissatisfied;Regular;Medium weight
326;E;Ship;3;4;246;3;medium;Male;30;3748;1;Late;Satisfied;Occasional;Medium weight
327;A;Ship;3;4;173;3;medium;Male;52;1587;1;Late;Satisfied;Occasional;Light weight
328;B;Ship;4;4;233;4;medium;Female;59;2358;1;Late;Satisfied;Regular;Light weight
329;C;Ship;5;1;274;2;medium;Male;24;2423;1;Late;Dissatisfied;Occasional;Light weight
330;E;Ship;4;5;243;4;medium;Female;41;2782;1;Late;Satisfied;Regular;Light weight
331;D;Ship;3;4;197;3;medium;Female;56;3427;1;Late;Satisfied;Occasional;Medium weight
332;E;Ship;4;3;140;3;high;Female;46;1072;1;Late;Neutral;Occasional;Light weight
333;A;Ship;3;5;215;3;medium;Female;22;2585;1;Late;Satisfied;Occasional;Light weight
334;B;Ship;3;4;211;3;medium;Male;8;3710;1;Late;Satisfied;Occasional;Medium weight
335;C;Ship;4;2;220;5;low;Male;33;2854;1;Late;Dissatisfied;Regular;Light weight
336;E;Ship;3;1;194;4;low;Male;64;2026;1;Late;Dissatisfied;Regular;Light weight
337;D;Ship;5;1;262;3;medium;Female;58;3599;1;Late;Dissatisfied;Occasional;Medium weight
338;E;Ship;4;4;201;2;low;Female;1;3147;1;Late;Satisfied;Occasional;Medium weight
339;A;Ship;3;5;261;3;medium;Male;15;2989;1;Late;Satisfied;Occasional;Light weight
340;B;Ship;4;4;191;6;low;Female;60;3425;1;Late;Satisfied;Regular;Medium weight
341;C;Ship;2;5;255;5;medium;Female;53;3775;1;Late;Satisfied;Regular;Medium weight
342;E;Ship;3;2;169;2;high;Male;30;1698;1;Late;Dissatisfied;Occasional;Light weight
343;D;Ship;4;5;162;2;medium;Male;64;1918;1;Late;Satisfied;Occasional;Light weight
344;E;Ship;2;5;248;6;low;Female;62;2750;1;Late;Satisfied;Regular;Light weight
345;A;Ship;5;3;197;4;low;Female;2;2222;1;Late;Neutral;Regular;Light weight
346;B;Ship;5;1;264;3;low;Male;6;2882;1;Late;Dissatisfied;Occasional;Light weight
347;C;Ship;5;5;260;2;medium;Female;55;2791;1;Late;Satisfied;Occasional;Light weight
348;E;Ship;5;3;186;2;medium;Female;58;2259;1;Late;Neutral;Occasional;Light weight
349;D;Ship;4;5;233;4;low;Female;44;2551;1;Late;Satisfied;Regular;Light weight
350;E;Ship;5;1;161;3;low;Male;47;1954;1;Late;Dissatisfied;Occasional;Light weight
351;A;Ship;4;5;188;3;low;Female;13;2409;1;Late;Satisfied;Occasional;Light weight
352;B;Ship;5;5;171;2;medium;Female;22;1695;1;Late;Satisfied;Occasional;Light weight
353;C;Ship;2;2;267;3;medium;Male;15;2481;1;Late;Dissatisfied;Occasional;Light weight
354;E;Ship;4;3;255;2;high;Male;47;2956;1;Late;Neutral;Occasional;Light weight
355;D;Ship;3;2;132;3;low;Female;56;1303;1;Late;Dissatisfied;Occasional;Light weight
356;E;Ship;5;1;266;3;low;Female;31;3157;1;Late;Dissatisfied;Occasional;Medium weight
357;A;Ship;3;4;198;2;low;Male;25;2774;1;Late;Satisfied;Occasional;Light weight
358;B;Ship;2;3;247;2;medium;Female;62;3127;1;Late;Neutral;Occasional;Medium weight
359;C;Ship;3;1;140;3;medium;Female;65;1291;1;Late;Dissatisfied;Occasional;Light weight
360;E;Ship;4;3;131;5;low;Male;6;1659;1;Late;Neutral;Regular;Light weight
361;D;Ship;5;2;246;3;medium;Male;49;3236;1;Late;Dissatisfied;Occasional;Medium weight
362;E;Ship;3;2;159;3;medium;Female;4;1681;1;Late;Dissatisfied;Occasional;Light weight
363;A;Ship;3;5;203;2;medium;Male;61;3642;1;Late;Satisfied;Occasional;Medium weight
364;B;Ship;4;3;187;4;high;Female;29;3141;1;Late;Neutral;Regular;Medium weight
365;C;Ship;6;2;146;3;low;Female;62;1936;1;Late;Dissatisfied;Occasional;Light weight
366;E;Ship;3;2;234;3;medium;Male;39;2099;1;Late;Dissatisfied;Occasional;Light weight
367;D;Ship;3;4;122;3;high;Female;15;1354;1;Late;Satisfied;Occasional;Light weight
368;E;Ship;3;3;135;3;low;Male;8;1074;1;Late;Neutral;Occasional;Light weight
369;A;Ship;3;5;103;3;low;Male;3;1403;1;Late;Satisfied;Occasional;Light weight
370;B;Ship;3;5;257;3;medium;Female;19;2173;1;Late;Satisfied;Occasional;Light weight
371;C;Ship;4;3;169;2;low;Male;2;1399;1;Late;Neutral;Occasional;Light weight
372;E;Ship;4;5;159;3;medium;Male;18;1808;1;Late;Satisfied;Occasional;Light weight
373;D;Ship;4;5;188;3;low;Male;38;3031;1;Late;Satisfied;Occasional;Medium weight
374;E;Ship;5;1;136;3;medium;Male;19;1420;1;Late;Dissatisfied;Occasional;Light weight
375;A;Ship;5;1;227;3;low;Female;19;3007;1;Late;Dissatisfied;Occasional;Medium weight
376;B;Ship;3;5;262;2;low;Female;53;3275;1;Late;Satisfied;Occasional;Medium weight
377;C;Ship;2;3;157;2;low;Male;45;1965;1;Late;Neutral;Occasional;Light weight
378;E;Ship;5;3;238;2;medium;Female;21;2053;1;Late;Neutral;Occasional;Light weight
379;D;Ship;3;5;152;3;low;Male;43;1282;1;Late;Satisfied;Occasional;Light weight
380;E;Ship;3;2;201;3;medium;Male;5;2040;1;Late;Dissatisfied;Occasional;Light weight
381;A;Ship;3;4;148;2;low;Male;54;1778;1;Late;Satisfied;Occasional;Light weight
382;B;Ship;5;2;199;4;low;Female;59;2885;1;Late;Dissatisfied;Regular;Light weight
383;C;Ship;5;4;215;2;low;Female;45;3501;1;Late;Satisfied;Occasional;Medium weight
384;E;Ship;4;5;175;2;low;Male;40;1270;1;Late;Satisfied;Occasional;Light weight
385;D;Road;4;3;236;2;high;Male;23;3123;1;Late;Neutral;Occasional;Medium weight
386;E;Road;2;5;182;2;medium;Female;57;2896;1;Late;Satisfied;Occasional;Light weight
387;A;Road;3;1;251;3;medium;Male;42;3698;1;Late;Dissatisfied;Occasional;Medium weight
388;B;Road;5;2;173;3;low;Female;7;1855;1;Late;Dissatisfied;Occasional;Light weight
389;C;Road;4;3;225;3;low;Female;62;2587;1;Late;Neutral;Occasional;Light weight
390;E;Road;4;2;167;4;low;Female;20;1705;1;Late;Dissatisfied;Regular;Light weight
391;D;Road;4;1;259;3;low;Male;20;2154;1;Late;Dissatisfied;Occasional;Light weight
392;E;Road;4;1;178;3;medium;Female;63;1573;1;Late;Dissatisfied;Occasional;Light weight
393;A;Road;4;4;178;4;medium;Female;13;1614;1;Late;Satisfied;Regular;Light weight
394;B;Road;5;4;169;2;low;Female;20;1765;1;Late;Satisfied;Occasional;Light weight
395;C;Road;3;2;272;2;low;Male;33;2321;1;Late;Dissatisfied;Occasional;Light weight
396;E;Road;4;4;183;3;low;Male;29;3251;1;Late;Satisfied;Occasional;Medium weight
397;D;Road;3;4;205;3;low;Female;10;2728;1;Late;Satisfied;Occasional;Light weight
398;E;Road;2;1;123;4;low;Female;53;1036;1;Late;Dissatisfied;Regular;Light weight
399;A;Road;4;3;152;3;low;Male;58;1453;1;Late;Neutral;Occasional;Light weight
400;B;Road;3;1;220;2;high;Female;40;3773;1;Late;Dissatisfied;Occasional;Medium weight
401;C;Road;4;3;134;3;low;Male;51;1965;1;Late;Neutral;Occasional;Light weight
402;E;Road;3;2;217;2;high;Male;19;2992;1;Late;Dissatisfied;Occasional;Light weight
403;D;Road;3;2;265;3;low;Female;49;2791;1;Late;Dissatisfied;Occasional;Light weight
404;E;Road;4;2;249;5;medium;Male;36;3836;1;Late;Dissatisfied;Regular;Medium weight
405;A;Road;5;3;213;4;medium;Female;50;2003;1;Late;Neutral;Regular;Light weight
406;B;Road;2;2;124;3;low;Female;56;1494;1;Late;Dissatisfied;Occasional;Light weight
407;C;Flight;4;1;180;2;low;Male;23;1193;1;Late;Dissatisfied;Occasional;Light weight
408;E;Flight;4;5;193;3;medium;Male;65;2267;1;Late;Satisfied;Occasional;Light weight
409;D;Flight;3;2;192;3;medium;Male;43;3339;1;Late;Dissatisfied;Occasional;Medium weight
410;E;Flight;2;5;166;3;medium;Male;3;1832;1;Late;Satisfied;Occasional;Light weight
411;A;Flight;3;2;264;3;medium;Male;5;3861;1;Late;Dissatisfied;Occasional;Medium weight
412;B;Flight;3;4;200;2;medium;Male;14;3528;1;Late;Satisfied;Occasional;Medium weight
413;C;Flight;4;3;142;4;medium;Male;12;1396;1;Late;Neutral;Regular;Light weight
414;E;Flight;4;1;215;2;low;Male;32;3066;1;Late;Dissatisfied;Occasional;Medium weight
415;D;Flight;2;1;218;2;low;Male;15;2745;1;Late;Dissatisfied;Occasional;Light weight
416;E;Flight;3;2;115;3;low;Female;27;1814;1;Late;Dissatisfied;Occasional;Light weight
417;A;Flight;4;3;159;3;low;Male;33;1330;1;Late;Neutral;Occasional;Light weight
418;B;Flight;5;5;133;3;low;Male;63;1218;1;Late;Satisfied;Occasional;Light weight
419;C;Flight;5;2;178;3;low;Male;48;1517;1;Late;Dissatisfied;Occasional;Light weight
420;E;Flight;4;2;134;2;low;Female;43;1714;1;Late;Dissatisfied;Occasional;Light weight
421;D;Flight;3;1;184;5;medium;Female;58;2544;1;Late;Dissatisfied;Regular;Light weight
422;E;Flight;4;2;251;2;medium;Male;24;2405;1;Late;Dissatisfied;Occasional;Light weight
423;A;Flight;3;2;141;3;low;Male;7;1933;1;Late;Dissatisfied;Occasional;Light weight
424;B;Flight;4;4;229;2;medium;Male;45;3776;1;Late;Satisfied;Occasional;Medium weight
425;C;Flight;4;1;203;4;low;Male;34;3813;1;Late;Dissatisfied;Regular;Medium weight
426;E;Flight;4;3;158;3;medium;Female;57;1911;1;Late;Neutral;Occasional;Light weight
427;D;Flight;3;4;167;3;medium;Male;52;1755;1;Late;Satisfied;Occasional;Light weight
428;E;Flight;5;4;197;4;low;Female;40;3303;1;Late;Satisfied;Regular;Medium weight
429;A;Ship;2;2;140;3;low;Female;19;1806;1;Late;Dissatisfied;Occasional;Light weight
430;B;Ship;5;1;205;2;medium;Male;27;3569;1;Late;Dissatisfied;Occasional;Medium weight
431;C;Ship;5;5;208;3;low;Female;45;2018;1;Late;Satisfied;Occasional;Light weight
432;E;Ship;4;2;96;3;low;Male;22;1294;1;Late;Dissatisfied;Occasional;Light weight
433;D;Ship;6;4;205;3;low;Female;44;2064;1;Late;Satisfied;Occasional;Light weight
434;E;Ship;4;2;215;3;medium;Female;48;2953;1;Late;Dissatisfied;Occasional;Light weight
435;A;Ship;4;1;216;3;low;Female;43;2643;1;Late;Dissatisfied;Occasional;Light weight
436;B;Ship;3;1;112;2;high;Male;22;1846;1;Late;Dissatisfied;Occasional;Light weight
437;C;Ship;5;4;222;3;low;Female;20;3632;1;Late;Satisfied;Occasional;Medium weight
438;E;Ship;5;2;186;3;medium;Female;15;2153;1;Late;Dissatisfied;Occasional;Light weight
439;D;Ship;3;5;241;3;medium;Male;48;2841;1;Late;Satisfied;Occasional;Light weight
440;E;Ship;3;3;172;3;low;Female;58;1269;1;Late;Neutral;Occasional;Light weight
441;A;Ship;3;5;251;2;high;Male;23;2426;1;Late;Satisfied;Occasional;Light weight
442;B;Ship;5;3;190;3;high;Male;45;2628;1;Late;Neutral;Occasional;Light weight
443;C;Ship;4;3;186;2;medium;Female;48;2805;1;Late;Neutral;Occasional;Light weight
444;E;Ship;4;4;207;2;medium;Male;35;2596;1;Late;Satisfied;Occasional;Light weight
445;D;Ship;3;3;135;3;low;Female;19;1366;1;Late;Neutral;Occasional;Light weight
446;E;Ship;4;4;189;2;medium;Female;18;2955;1;Late;Satisfied;Occasional;Light weight
447;A;Ship;4;4;173;5;medium;Female;51;1691;1;Late;Satisfied;Regular;Light weight
448;B;Ship;3;4;194;3;medium;Male;3;2169;1;Late;Satisfied;Occasional;Light weight
449;C;Ship;3;1;183;3;low;Male;19;3018;1;Late;Dissatisfied;Occasional;Medium weight
450;E;Ship;4;3;140;2;low;Female;22;1248;1;Late;Neutral;Occasional;Light weight
451;D;Ship;4;4;244;3;medium;Female;55;2782;1;Late;Satisfied;Occasional;Light weight
452;E;Ship;2;3;189;4;low;Male;34;3355;1;Late;Neutral;Regular;Medium weight
453;A;Ship;3;2;157;2;medium;Male;53;1390;1;Late;Dissatisfied;Occasional;Light weight
454;B;Ship;4;1;275;10;medium;Female;23;2726;1;Late;Dissatisfied;Loyal;Light weight
455;C;Ship;4;5;133;3;low;Female;53;1467;1;Late;Satisfied;Occasional;Light weight
456;E;Ship;4;1;149;3;medium;Male;54;1178;1;Late;Dissatisfied;Occasional;Light weight
457;D;Ship;3;3;254;2;high;Male;17;3153;1;Late;Neutral;Occasional;Medium weight
458;E;Ship;3;4;145;8;low;Female;15;1429;1;Late;Satisfied;Loyal;Light weight
459;A;Ship;3;2;179;5;low;Female;52;1991;1;Late;Dissatisfied;Regular;Light weight
460;B;Ship;5;2;168;3;low;Male;26;1526;1;Late;Dissatisfied;Occasional;Light weight
461;C;Ship;4;1;202;3;medium;Female;18;3940;1;Late;Dissatisfied;Occasional;Medium weight
462;E;Ship;3;4;220;7;low;Male;43;2620;1;Late;Satisfied;Loyal;Light weight
463;D;Ship;3;4;244;8;low;Male;1;2703;1;Late;Satisfied;Loyal;Light weight
464;E;Ship;4;2;186;7;medium;Female;40;3111;1;Late;Dissatisfied;Loyal;Medium weight
465;A;Ship;5;2;263;8;medium;Male;24;3139;1;Late;Dissatisfied;Loyal;Medium weight
466;B;Ship;3;2;294;4;low;Female;15;1318;1;Late;Dissatisfied;Regular;Light weight
467;C;Ship;3;5;226;2;medium;Female;2;1043;1;Late;Satisfied;Occasional;Light weight
468;E;Ship;4;4;173;5;medium;Female;2;1175;1;Late;Satisfied;Regular;Light weight
469;D;Ship;3;5;194;3;medium;Female;10;2277;1;Late;Satisfied;Occasional;Light weight
470;E;Ship;3;5;183;3;low;Female;2;3459;1;Late;Satisfied;Occasional;Medium weight
471;A;Ship;4;1;140;2;low;Male;61;1770;1;Late;Dissatisfied;Occasional;Light weight
472;B;Ship;4;3;244;3;medium;Male;8;3318;1;Late;Neutral;Occasional;Medium weight
473;C;Ship;2;2;189;4;low;Male;9;3413;1;Late;Dissatisfied;Regular;Medium weight
474;E;Ship;3;1;157;2;medium;Female;39;1525;1;Late;Dissatisfied;Occasional;Light weight
475;D;Ship;4;3;275;10;medium;Male;10;2093;1;Late;Neutral;Loyal;Light weight
476;E;Ship;4;5;133;3;low;Male;59;1092;1;Late;Satisfied;Occasional;Light weight
477;A;Ship;4;2;149;3;medium;Male;26;1863;1;Late;Dissatisfied;Occasional;Light weight
478;B;Ship;3;4;254;2;high;Female;41;3973;1;Late;Satisfied;Occasional;Medium weight
479;C;Ship;3;4;145;8;low;Female;24;1594;1;Late;Satisfied;Loyal;Light weight
480;E;Ship;3;5;179;5;low;Male;56;1113;1;Late;Satisfied;Regular;Light weight
481;D;Ship;5;4;168;3;low;Female;13;1317;1;Late;Satisfied;Occasional;Light weight
482;E;Ship;4;5;202;3;medium;Female;46;3181;1;Late;Satisfied;Occasional;Medium weight
483;A;Ship;3;3;220;7;low;Male;25;2141;1;Late;Neutral;Loyal;Light weight
484;B;Ship;3;2;244;8;low;Female;50;3562;1;Late;Dissatisfied;Loyal;Medium weight
485;C;Ship;4;3;186;7;medium;Female;30;2062;1;Late;Neutral;Loyal;Light weight
486;E;Ship;5;5;263;8;medium;Female;9;2236;1;Late;Satisfied;Loyal;Light weight
487;D;Ship;3;1;294;4;low;Female;25;1498;1;Late;Dissatisfied;Regular;Light weight
488;E;Ship;4;1;139;3;low;Female;56;1811;1;Late;Dissatisfied;Occasional;Light weight
489;A;Ship;7;5;192;3;low;Male;46;1550;1;Late;Satisfied;Occasional;Light weight
490;B;Ship;3;3;235;3;low;Male;5;3065;1;Late;Neutral;Occasional;Medium weight
491;C;Ship;2;1;176;3;low;Female;15;1996;1;Late;Dissatisfied;Occasional;Light weight
492;E;Ship;5;4;224;3;low;Female;34;2627;1;Late;Satisfied;Occasional;Light weight
493;D;Ship;3;4;128;3;medium;Female;51;1524;1;Late;Satisfied;Occasional;Light weight
494;E;Ship;5;4;226;5;low;Male;47;2240;1;Late;Satisfied;Regular;Light weight
495;A;Ship;5;1;160;5;medium;Female;16;1526;1;Late;Dissatisfied;Regular;Light weight
496;B;Ship;3;1;197;5;low;Male;45;2224;1;Late;Dissatisfied;Regular;Light weight
497;C;Ship;4;2;216;3;low;Female;12;2273;1;Late;Dissatisfied;Occasional;Light weight
498;E;Ship;4;4;199;2;low;Male;9;3075;1;Late;Satisfied;Occasional;Medium weight
499;D;Ship;5;5;271;2;low;Male;27;3957;1;Late;Satisfied;Occasional;Medium weight
500;E;Ship;5;1;201;3;low;Female;47;2657;1;Late;Dissatisfied;Occasional;Light weight
501;A;Ship;3;4;212;2;low;Male;33;2021;1;Late;Satisfied;Occasional;Light weight
502;B;Ship;3;2;177;3;low;Male;10;1641;1;Late;Dissatisfied;Occasional;Light weight
503;C;Ship;3;4;191;4;medium;Female;43;2903;1;Late;Satisfied;Regular;Light weight
504;E;Ship;3;2;174;3;low;Male;30;1986;1;Late;Dissatisfied;Occasional;Light weight
505;D;Ship;5;3;162;2;low;Female;14;1045;1;Late;Neutral;Occasional;Light weight
506;E;Ship;3;1;219;2;low;Female;39;2696;1;Late;Dissatisfied;Occasional;Light weight
507;A;Ship;4;4;155;3;medium;Female;35;1421;1;Late;Satisfied;Occasional;Light weight
508;B;Ship;5;3;230;3;medium;Female;3;2923;1;Late;Neutral;Occasional;Light weight
509;C;Ship;4;5;192;2;medium;Female;36;2497;1;Late;Satisfied;Occasional;Light weight
510;E;Ship;5;2;235;3;low;Male;14;2984;1;Late;Dissatisfied;Occasional;Light weight
511;D;Ship;3;2;200;3;low;Male;46;3642;1;Late;Dissatisfied;Occasional;Medium weight
512;E;Ship;5;2;172;3;medium;Male;65;1667;1;Late;Dissatisfied;Occasional;Light weight
513;A;Ship;5;4;160;4;low;Female;6;1603;1;Late;Satisfied;Regular;Light weight
514;B;Ship;5;3;250;5;low;Male;12;2722;1;Late;Neutral;Regular;Light weight
515;C;Ship;4;2;174;3;low;Male;9;1682;1;Late;Dissatisfied;Occasional;Light weight
516;E;Ship;3;2;204;3;high;Female;54;3608;1;Late;Dissatisfied;Occasional;Medium weight
517;D;Ship;3;5;274;3;medium;Female;51;3476;1;Late;Satisfied;Occasional;Medium weight
518;E;Ship;5;5;262;2;medium;Female;62;3744;1;Late;Satisfied;Occasional;Medium weight
519;A;Ship;4;5;138;3;medium;Male;23;1785;1;Late;Satisfied;Occasional;Light weight
520;B;Ship;3;1;215;3;medium;Female;2;3873;1;Late;Dissatisfied;Occasional;Medium weight
521;C;Ship;3;1;145;2;low;Female;34;1773;1;Late;Dissatisfied;Occasional;Light weight
522;E;Road;4;5;149;2;medium;Male;56;1141;1;Late;Satisfied;Occasional;Light weight
523;D;Road;6;5;212;2;medium;Male;38;2359;1;Late;Satisfied;Occasional;Light weight
524;E;Road;3;1;155;3;medium;Female;47;1193;1;Late;Dissatisfied;Occasional;Light weight
525;A;Road;5;2;154;3;low;Male;40;1238;1;Late;Dissatisfied;Occasional;Light weight
526;B;Road;3;3;249;3;medium;Male;51;2173;1;Late;Neutral;Occasional;Light weight
527;C;Road;5;1;206;2;low;Male;2;3490;1;Late;Dissatisfied;Occasional;Medium weight
528;E;Road;4;5;235;3;medium;Female;22;2015;1;Late;Satisfied;Occasional;Light weight
529;D;Road;5;5;261;3;medium;Female;8;3257;1;Late;Satisfied;Occasional;Medium weight
530;E;Road;6;1;243;4;high;Female;22;3537;1;Late;Dissatisfied;Regular;Medium weight
531;A;Road;3;2;237;2;high;Male;26;3103;1;Late;Dissatisfied;Occasional;Medium weight
532;B;Road;2;4;179;2;low;Female;19;1900;1;Late;Satisfied;Occasional;Light weight
533;C;Road;4;3;192;3;low;Female;43;3498;1;Late;Neutral;Occasional;Medium weight
534;E;Road;3;1;141;3;medium;Female;39;1838;1;Late;Dissatisfied;Occasional;Light weight
535;D;Road;3;2;245;3;low;Female;61;2188;1;Late;Dissatisfied;Occasional;Light weight
536;E;Road;4;4;177;4;medium;Female;32;1774;1;Late;Satisfied;Regular;Light weight
537;A;Road;2;3;154;4;high;Female;17;1897;1;Late;Neutral;Regular;Light weight
538;B;Road;4;4;228;3;medium;Female;12;3359;1;Late;Satisfied;Occasional;Medium weight
539;C;Road;3;3;207;6;high;Female;24;3702;1;Late;Neutral;Regular;Medium weight
540;E;Road;4;4;266;4;medium;Female;33;2701;1;Late;Satisfied;Regular;Light weight
541;D;Road;3;3;172;3;medium;Female;42;1707;1;Late;Neutral;Occasional;Light weight
542;E;Road;4;3;142;3;low;Female;35;1512;1;Late;Neutral;Occasional;Light weight
